Age Group,Birth Date,Code,Countries,Country,Country Code,Disciplines,Events,Function,Gender,Name,Age,Number of Female Athletes,Number of Male Athletes
18-24,26-Aug-00,1912571,Great Britain,Great Britain,GBR,Cycling Track,Men's Team Pursuit,Athlete,Male,VERNON Ethan,24,0,1
25-30,24-Dec-95,1889698,Germany,Germany,GER,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,DOERNBACH Maximilian,29,0,1
25-30,12-Jun-98,1889700,Germany,Germany,GER,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,SCHROETER Nik,26,0,1
18-24,23-Apr-04,1889773,Germany,Germany,GER,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,SPIEGEL Luca,20,0,1
36-40,05-Feb-86,1889706,Germany,Germany,GER,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,KLUGE Roger,38,0,1
18-24,19-Jun-02,1889748,Germany,Germany,GER,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,TEUTENBERG Tim Torn,22,0,1
31-35,17-Sep-90,1889707,Germany,Germany,GER,Cycling Track,"Men's Madison"", ""Men's Team Pursuit",Athlete,Male,REINHARDT Theo,34,0,1
18-24,01-Jan-01,1889738,Germany,Germany,GER,Cycling Track,Men's Team Pursuit,Athlete,Male,BUCK-GRAMCKO Tobias,23,0,1
31-35,01-Feb-92,1889701,Germany,Germany,GER,Cycling Track,Men's Team Sprint,Athlete,Male,BOETTICHER Stefan,32,0,1
25-30,08-Sep-97,1945842,Indonesia,Indonesia,INA,Cycling Track,Men's Omnium,Athlete,Male,van AERT Bernard,27,0,1
18-24,01-Sep-00,1898251,Israel,Israel,ISR,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,YAKOVLEV Mikhail,24,0,1
25-30,12-Sep-94,1923518,Italy,Italy,ITA,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,CONSONNI Simone,30,0,1
25-30,05-Feb-94,1923517,Italy,Italy,ITA,Cycling Track,Men's Team Pursuit,Athlete,Male,LAMON Francesco,30,0,1
18-24,01-Oct-00,1923529,Italy,Italy,ITA,Cycling Track,Men's Team Pursuit,Athlete,Male,MILAN Jonathan,24,0,1
25-30,29-Feb-96,1945746,Japan,Japan,JPN,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,OBARA Yuta,28,0,1
25-30,27-Jul-99,1945738,Japan,Japan,JPN,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,OTA Kaiya,25,0,1
25-30,08-Jun-99,1945744,Japan,Japan,JPN,Cycling Track,"Men's Keirin"", ""Men's Team Pursuit"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,NAKANO Shinji,25,0,1
31-35,06-Jun-89,1945751,Japan,Japan,JPN,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,KUBOKI Kazushige,35,0,1
25-30,14-Feb-98,1945737,Japan,Japan,JPN,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,IMAMURA Shunsuke,26,0,1
31-35,15-Dec-93,1945750,Japan,Japan,JPN,Cycling Track,"Men's Madison"", ""Men's Team Pursuit",Athlete,Male,HASHIMOTO Eiya,31,0,1
31-35,16-Sep-93,1945752,Japan,Japan,JPN,Cycling Track,Men's Team Sprint,Athlete,Male,NAGASAKO Yoshitaku,31,0,1
18-24,17-Jan-00,1928198,Kazakhstan,Kazakhstan,KAZ,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,CHUGAY Andrey,24,0,1
25-30,09-Apr-95,1943997,Lithuania,Lithuania,LTU,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,LENDEL Vasilijus,29,0,1
18-24,30-Jun-01,1551906,Mexico,Mexico,MEX,Cycling Track,Men's Omnium,Athlete,Male,PENA SALAS Ricardo,23,0,1
36-40,08-Sep-88,1969218,Netherlands,Netherlands,NED,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,van den BERG Roy,36,0,1
31-35,16-Mar-93,1969203,Netherlands,Netherlands,NED,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,HOOGLAND Jeffrey,31,0,1
25-30,14-Mar-97,1969182,Netherlands,Netherlands,NED,Cycling Track,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",Athlete,Male,LAVREYSEN Harrie,27,0,1
31-35,19-Feb-91,1969216,Netherlands,Netherlands,NED,Cycling Track,"Men's Madison"", ""Men's Omnium",Athlete,Male,HAVIK Yoeri,33,0,1
25-30,20-Aug-94,1969213,Netherlands,Netherlands,NED,Cycling Track,"Men's Madison"", ""Men's Omnium",Athlete,Male,van SCHIP Jan Willem,30,0,1
25-30,04-Sep-96,1945073,New Zealand,New Zealand,NZL,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,DAKIN Sam,28,0,1
31-35,26-Nov-90,1945051,New Zealand,New Zealand,NZL,Cycling Track,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",Athlete,Male,GATE Aaron,34,0,1
25-30,12-May-98,1945048,New Zealand,New Zealand,NZL,Cycling Track,"Men's Madison"", ""Men's Team Pursuit",Athlete,Male,STEWART Campbell,26,0,1
25-30,19-Nov-98,1945079,New Zealand,New Zealand,NZL,Cycling Track,Men's Team Pursuit,Athlete,Male,SEXTON Tom,26,0,1
18-24,25-Oct-01,1945078,New Zealand,New Zealand,NZL,Cycling Track,Men's Team Pursuit,Athlete,Male,HORNBLOW Keegan,23,0,1
25-30,20-Jul-95,1572958,Poland,Poland,POL,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,RUDYK Mateusz,29,0,1
25-30,30-Oct-97,1573043,Poland,Poland,POL,Cycling Track,Men's Omnium,Athlete,Male,BANASZEK Alan,27,0,1
25-30,05-Sep-96,1933821,Portugal,Portugal,POR,Cycling Track,"Men's Madison"", ""Men's Omnium",Athlete,Male,OLIVEIRA Rui,28,0,1
25-30,03-Jul-98,1933816,Portugal,Portugal,POR,Cycling Track,"Men's Madison"", ""Men's Omnium",Athlete,Male,LEITAO Iuri,26,0,1
31-35,27-Nov-89,1943616,South Africa,South Africa,RSA,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,SPIES Jean,35,0,1
25-30,30-Jul-99,1977897,Switzerland,Switzerland,SUI,Cycling Track,Men's Omnium,Athlete,Male,VOGEL Alex,25,0,1
31-35,19-Oct-93,1569377,Suriname,Suriname,SUR,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,TJON EN FA Jair,31,0,1
25-30,16-Feb-95,1918609,Thailand,Thailand,THA,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,ANGSUTHASAWIT Jai,29,0,1
25-30,31-Jan-94,1912790,Trinidad and Tobago,Trinidad and Tobago,TTO,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,BROWNE Kwesi,30,0,1
25-30,23-Sep-98,1912786,Trinidad and Tobago,Trinidad and Tobago,TTO,Cycling Track,"Men's Keirin"", ""Men's Sprint",Athlete,Male,PAUL Nicholas,26,0,1
25-30,28-Jan-94,1955088,United States,United States,USA,Cycling Track,Men's Omnium,Athlete,Male,KOONTZ Grant,30,0,1
18-24,28-May-06,1940411,Australia,Australia,AUS,Diving,Men's 10m Platform,Athlete,Male,BOWSHIRE Jaxon,18,0,1
18-24,04-Feb-01,1940403,Australia,Australia,AUS,Diving,"Men's 10m Platform"", ""Men's Synchronised 10m Platform",Athlete,Male,ROUSSEAU Cassiel,23,0,1
25-30,15-Apr-99,1940412,Australia,Australia,AUS,Diving,Men's 3m Springboard,Athlete,Male,MATHEWS Kurtis,25,0,1
25-30,18-Sep-94,1940406,Australia,Australia,AUS,Diving,Men's Synchronised 10m Platform,Athlete,Male,BEDGGOOD Domonic,30,0,1
18-24,21-Nov-04,1565173,Austria,Austria,AUT,Diving,Men's 10m Platform,Athlete,Male,KNOLL Anton,20,0,1
18-24,02-Jan-02,1959146,Canada,Canada,CAN,Diving,"Men's 10m Platform"", ""Men's Synchronised 10m Platform",Athlete,Male,WIENS Rylan,22,0,1
18-24,28-Apr-03,1959132,Canada,Canada,CAN,Diving,"Men's 10m Platform"", ""Men's Synchronised 10m Platform",Athlete,Male,ZSOMBOR-MURRAY Nathan,21,0,1
25-30,07-Feb-95,1901556,China,China,CHN,Diving,Men's 10m Platform,Athlete,Male,CAO Yuan,29,0,1
25-30,03-Feb-98,1901554,China,China,CHN,Diving,"Men's 10m Platform"", ""Men's Synchronised 10m Platform",Athlete,Male,YANG Hao,26,0,1
25-30,28-Mar-96,1901550,China,China,CHN,Diving,Men's 3m Springboard,Athlete,Male,XIE Siyi,28,0,1
18-24,24-Oct-01,1901549,China,China,CHN,Diving,"Men's 3m Springboard"", ""Men's Synchronised 3m Springboard",Athlete,Male,WANG Zongyuan,23,0,1
18-24,03-Nov-00,1901555,China,China,CHN,Diving,Men's Synchronised 10m Platform,Athlete,Male,LIAN Junjie,24,0,1
18-24,06-Mar-03,1901551,China,China,CHN,Diving,Men's Synchronised 3m Springboard,Athlete,Male,LONG Daoyi,21,0,1
18-24,24-Mar-00,1916406,Colombia,Colombia,COL,Diving,Men's 3m Springboard,Athlete,Male,RESTREPO GARCIA Daniel,24,0,1
31-35,01-Mar-91,1944004,Dominican Republic,Dominican Republic,DOM,Diving,Men's 3m Springboard,Athlete,Male,RUVALCABA Jonathan,33,0,1
25-30,19-Oct-95,1943989,Dominican Republic,Dominican Republic,DOM,Diving,Men's 3m Springboard,Athlete,Male,GOMEZ Frandiel,29,0,1
18-24,26-Dec-06,1889254,Egypt,Egypt,EGY,Diving,Men's 10m Platform,Athlete,Male,SOBHY Ramez,18,0,1
18-24,13-Dec-02,1889162,Egypt,Egypt,EGY,Diving,Men's 3m Springboard,Athlete,Male,FAROUK Mohamed,22,0,1
